video,split,codec,crf,ok,bitrate,size
911_910.mp4,FaceSwap,hevc,18,1,806595,981358
911_910.mp4,FaceSwap,hevc,28,1,221190,269115
911_910.mp4,FaceSwap,hevc,38,1,84701,103054
911_910.mp4,FaceSwap,av1,20,1,1282046,1559823
911_910.mp4,FaceSwap,av1,30,1,639027,777484
911_910.mp4,FaceSwap,av1,40,1,302118,367577
912_927.mp4,FaceSwap,h264,18,1,1852314,5992239
912_927.mp4,FaceSwap,h264,28,1,516061,1669459
912_927.mp4,FaceSwap,h264,38,1,123354,399051
912_927.mp4,FaceSwap,hevc,18,1,330650,1069654
912_927.mp4,FaceSwap,hevc,28,1,84915,274703
912_927.mp4,FaceSwap,hevc,38,1,34652,112102
912_927.mp4,FaceSwap,av1,20,1,478825,1549000
912_927.mp4,FaceSwap,av1,30,1,261641,846410
912_927.mp4,FaceSwap,av1,40,1,132679,429219
913_893.mp4,FaceSwap,h264,18,1,2136415,4780230
913_893.mp4,FaceSwap,h264,28,1,658073,1472439
913_893.mp4,FaceSwap,h264,38,1,192556,430845
913_893.mp4,FaceSwap,hevc,18,1,421269,942590
913_893.mp4,FaceSwap,hevc,28,1,125823,281529
913_893.mp4,FaceSwap,hevc,38,1,48837,109275
913_893.mp4,FaceSwap,av1,20,1,726654,1625890
913_893.mp4,FaceSwap,av1,30,1,396390,886924
913_893.mp4,FaceSwap,av1,40,1,204098,456671
914_899.mp4,FaceSwap,h264,18,1,1959671,2506746
914_899.mp4,FaceSwap,h264,28,1,598937,766141
914_899.mp4,FaceSwap,h264,38,1,161074,206041
914_899.mp4,FaceSwap,hevc,18,1,414335,530004
914_899.mp4,FaceSwap,hevc,28,1,112089,143381
914_899.mp4,FaceSwap,hevc,38,1,43164,55215
914_899.mp4,FaceSwap,av1,20,1,703877,900376
914_899.mp4,FaceSwap,av1,30,1,387909,496201
914_899.mp4,FaceSwap,av1,40,1,199737,255497
915_895.mp4,FaceSwap,h264,18,1,6658444,9787914
915_895.mp4,FaceSwap,h264,28,1,1856706,2729358
915_895.mp4,FaceSwap,h264,38,1,490591,721170
915_895.mp4,FaceSwap,hevc,18,1,851527,1251745
915_895.mp4,FaceSwap,hevc,28,1,213895,314426
915_895.mp4,FaceSwap,hevc,38,1,82709,121583
915_895.mp4,FaceSwap,av1,20,1,1184959,1741890
915_895.mp4,FaceSwap,av1,30,1,584800,859657
915_895.mp4,FaceSwap,av1,40,1,286344,420926
916_783.mp4,FaceSwap,h264,18,1,7885201,13240567
916_783.mp4,FaceSwap,h264,28,1,3128902,5253948
916_783.mp4,FaceSwap,h264,38,1,924384,1552196
916_783.mp4,FaceSwap,hevc,18,1,2084117,3499581
916_783.mp4,FaceSwap,hevc,28,1,501119,841463
916_783.mp4,FaceSwap,hevc,38,1,115083,193245
916_783.mp4,FaceSwap,av1,20,1,3257507,5469898
916_783.mp4,FaceSwap,av1,30,1,1634708,2744948
916_783.mp4,FaceSwap,av1,40,1,690675,1159760
917_924.mp4,FaceSwap,h264,18,1,2405431,5388166
917_924.mp4,FaceSwap,h264,28,1,721396,1615929
917_924.mp4,FaceSwap,h264,38,1,204791,458733
917_924.mp4,FaceSwap,hevc,18,1,546081,1223222
917_924.mp4,FaceSwap,hevc,28,1,148538,332727
917_924.mp4,FaceSwap,hevc,38,1,52206,116942
917_924.mp4,FaceSwap,av1,20,1,974833,2183627
917_924.mp4,FaceSwap,av1,30,1,493808,1106130
917_924.mp4,FaceSwap,av1,40,1,238268,533722
918_934.mp4,FaceSwap,h264,18,1,3502367,6601962
918_934.mp4,FaceSwap,h264,28,1,826923,1558751
918_934.mp4,FaceSwap,h264,38,1,189009,356283
918_934.mp4,FaceSwap,hevc,18,1,407289,767741
918_934.mp4,FaceSwap,hevc,28,1,110136,207608
918_934.mp4,FaceSwap,hevc,38,1,48200,90858
918_934.mp4,FaceSwap,av1,20,1,568286,1071220
918_934.mp4,FaceSwap,av1,30,1,290492,547578
918_934.mp4,FaceSwap,av1,40,1,145647,274545
919_015.mp4,FaceSwap,h264,18,1,1571869,2862113
919_015.mp4,FaceSwap,h264,28,1,490686,893458
919_015.mp4,FaceSwap,h264,38,1,145941,265736
919_015.mp4,FaceSwap,hevc,18,1,300220,546652
919_015.mp4,FaceSwap,hevc,28,1,97039,176692
919_015.mp4,FaceSwap,hevc,38,1,41607,75761
919_015.mp4,FaceSwap,av1,20,1,508361,925642
919_015.mp4,FaceSwap,av1,30,1,289333,526828
919_015.mp4,FaceSwap,av1,40,1,151772,276353
920_811.mp4,FaceSwap,h264,18,1,7982155,14806899
920_811.mp4,FaceSwap,h264,28,1,1880443,3488222
920_811.mp4,FaceSwap,h264,38,1,462689,858289
920_811.mp4,FaceSwap,hevc,18,1,942898,1749076
920_811.mp4,FaceSwap,hevc,28,1,255981,474846
920_811.mp4,FaceSwap,hevc,38,1,99290,184183
920_811.mp4,FaceSwap,av1,20,1,1162346,2156152
920_811.mp4,FaceSwap,av1,30,1,621767,1153378
920_811.mp4,FaceSwap,av1,40,1,304279,564439
921_569.mp4,FaceSwap,h264,18,1,14812842,18269173
921_569.mp4,FaceSwap,h264,28,1,3821052,4712632
921_569.mp4,FaceSwap,h264,38,1,930788,1147973
921_569.mp4,FaceSwap,hevc,18,1,2346891,2894499
921_569.mp4,FaceSwap,hevc,28,1,553657,682844
921_569.mp4,FaceSwap,hevc,38,1,167915,207096
921_569.mp4,FaceSwap,av1,20,1,3264563,4026295
921_569.mp4,FaceSwap,av1,30,1,1546378,1907200
921_569.mp4,FaceSwap,av1,40,1,694819,856944
922_898.mp4,FaceSwap,h264,18,1,2194032,3828586
922_898.mp4,FaceSwap,h264,28,1,674802,1177531
922_898.mp4,FaceSwap,h264,38,1,178883,312152
922_898.mp4,FaceSwap,hevc,18,1,389349,679415
922_898.mp4,FaceSwap,hevc,28,1,113352,197800
922_898.mp4,FaceSwap,hevc,38,1,43220,75419
922_898.mp4,FaceSwap,av1,20,1,624640,1089997
922_898.mp4,FaceSwap,av1,30,1,360783,629567
922_898.mp4,FaceSwap,av1,40,1,195668,341442
923_023.mp4,FaceSwap,h264,18,1,9689791,26792274
923_023.mp4,FaceSwap,h264,28,1,2381982,6586182
923_023.mp4,FaceSwap,h264,38,1,445709,1232388
923_023.mp4,FaceSwap,hevc,18,1,1288879,3563752
923_023.mp4,FaceSwap,hevc,28,1,198107,547767
923_023.mp4,FaceSwap,hevc,38,1,62610,173119
923_023.mp4,FaceSwap,av1,20,1,1654955,4575952
923_023.mp4,FaceSwap,av1,30,1,729716,2017666
923_023.mp4,FaceSwap,av1,40,1,306367,847107
924_917.mp4,FaceSwap,h264,18,1,2227019,4988524
924_917.mp4,FaceSwap,h264,28,1,687373,1539717
924_917.mp4,FaceSwap,h264,38,1,161611,362010
924_917.mp4,FaceSwap,hevc,18,1,410937,920499
924_917.mp4,FaceSwap,hevc,28,1,98278,220144
924_917.mp4,FaceSwap,hevc,38,1,34650,77618
924_917.mp4,FaceSwap,av1,20,1,660904,1480425
924_917.mp4,FaceSwap,av1,30,1,361075,808808
924_917.mp4,FaceSwap,av1,40,1,185791,416172
925_933.mp4,FaceSwap,h264,18,1,5837796,8659399
925_933.mp4,FaceSwap,h264,28,1,1866082,2768023
925_933.mp4,FaceSwap,h264,38,1,501302,743599
925_933.mp4,FaceSwap,hevc,18,1,919436,1363831
925_933.mp4,FaceSwap,hevc,28,1,246018,364928
925_933.mp4,FaceSwap,hevc,38,1,87099,129198
925_933.mp4,FaceSwap,av1,20,1,1422579,2110159
925_933.mp4,FaceSwap,av1,30,1,728019,1079895
925_933.mp4,FaceSwap,av1,40,1,350495,519901
926_900.mp4,FaceSwap,h264,18,1,2064510,3437410
926_900.mp4,FaceSwap,h264,28,1,582944,970603
926_900.mp4,FaceSwap,h264,38,1,129081,214921
926_900.mp4,FaceSwap,hevc,18,1,324312,539981
926_900.mp4,FaceSwap,hevc,28,1,75898,126371
926_900.mp4,FaceSwap,hevc,38,1,30789,51264
926_900.mp4,FaceSwap,av1,20,1,561849,935479
926_900.mp4,FaceSwap,av1,30,1,304776,507453
926_900.mp4,FaceSwap,av1,40,1,152234,253471
927_912.mp4,FaceSwap,h264,18,1,1556089,5033951
927_912.mp4,FaceSwap,h264,28,1,437744,1416105
927_912.mp4,FaceSwap,h264,38,1,112157,362830
927_912.mp4,FaceSwap,hevc,18,1,265432,858675
927_912.mp4,FaceSwap,hevc,28,1,71685,231904
927_912.mp4,FaceSwap,hevc,38,1,29278,94717
927_912.mp4,FaceSwap,av1,20,1,466247,1508310
927_912.mp4,FaceSwap,av1,30,1,257336,832483
927_912.mp4,FaceSwap,av1,40,1,133451,431717
928_160.mp4,FaceSwap,h264,18,1,6328867,9915225
928_160.mp4,FaceSwap,h264,28,1,1834020,2873299
928_160.mp4,FaceSwap,h264,38,1,490012,767686
928_160.mp4,FaceSwap,hevc,18,1,1212786,1900032
928_160.mp4,FaceSwap,hevc,28,1,283508,444164
928_160.mp4,FaceSwap,hevc,38,1,102320,160302
928_160.mp4,FaceSwap,av1,20,1,2025487,3173264
928_160.mp4,FaceSwap,av1,30,1,1040523,1630154
928_160.mp4,FaceSwap,av1,40,1,487212,763299
929_962.mp4,FaceSwap,h264,18,1,1688067,3235463
929_962.mp4,FaceSwap,h264,28,1,394873,756840
929_962.mp4,FaceSwap,h264,38,1,88021,168708
929_962.mp4,FaceSwap,hevc,18,1,262067,502296
929_962.mp4,FaceSwap,hevc,28,1,61357,117602
929_962.mp4,FaceSwap,hevc,38,1,27907,53490
929_962.mp4,FaceSwap,av1,20,1,494885,948531
929_962.mp4,FaceSwap,av1,30,1,255804,490292
929_962.mp4,FaceSwap,av1,40,1,120943,231809
930_763.mp4,FaceSwap,h264,18,1,4218050,7873694
930_763.mp4,FaceSwap,h264,28,1,1581591,2952304
930_763.mp4,FaceSwap,h264,38,1,465771,869441
930_763.mp4,FaceSwap,hevc,18,1,1652279,3084255
930_763.mp4,FaceSwap,hevc,28,1,450554,841035
930_763.mp4,FaceSwap,hevc,38,1,119405,222891
930_763.mp4,FaceSwap,av1,20,1,2386718,4455207
930_763.mp4,FaceSwap,av1,30,1,1337705,2497051
930_763.mp4,FaceSwap,av1,40,1,648396,1210340
931_936.mp4,FaceSwap,h264,18,1,4126927,6128487
931_936.mp4,FaceSwap,h264,28,1,1210324,1797332
931_936.mp4,FaceSwap,h264,38,1,236882,351770
931_936.mp4,FaceSwap,hevc,18,1,619597,920103
931_936.mp4,FaceSwap,hevc,28,1,150202,223051
931_936.mp4,FaceSwap,hevc,38,1,48845,72536
931_936.mp4,FaceSwap,av1,20,1,831035,1234087
931_936.mp4,FaceSwap,av1,30,1,467432,694137
931_936.mp4,FaceSwap,av1,40,1,249496,370503
932_384.mp4,FaceSwap,h264,18,1,7615482,17591765
932_384.mp4,FaceSwap,h264,28,1,2600951,6008199
932_384.mp4,FaceSwap,h264,38,1,687708,1588607
932_384.mp4,FaceSwap,hevc,18,1,1854275,4283377
932_384.mp4,FaceSwap,hevc,28,1,476236,1100107
932_384.mp4,FaceSwap,hevc,38,1,132161,305292
932_384.mp4,FaceSwap,av1,20,1,2977783,6878679
932_384.mp4,FaceSwap,av1,30,1,1522952,3518020
932_384.mp4,FaceSwap,av1,40,1,670440,1548718
933_925.mp4,FaceSwap,h264,18,1,4815068,7142352
933_925.mp4,FaceSwap,h264,28,1,1367768,2028856
933_925.mp4,FaceSwap,h264,38,1,355702,527625
933_925.mp4,FaceSwap,hevc,18,1,718792,1066209
933_925.mp4,FaceSwap,hevc,28,1,189440,281003
933_925.mp4,FaceSwap,hevc,38,1,73720,109352
933_925.mp4,FaceSwap,av1,20,1,1104175,1637861
933_925.mp4,FaceSwap,av1,30,1,561755,833271
933_925.mp4,FaceSwap,av1,40,1,275661,408898
934_918.mp4,FaceSwap,h264,18,1,4376687,8250056
934_918.mp4,FaceSwap,h264,28,1,1117606,2106688
934_918.mp4,FaceSwap,h264,38,1,258140,486595
934_918.mp4,FaceSwap,hevc,18,1,549740,1036261
934_918.mp4,FaceSwap,hevc,28,1,138141,260396
934_918.mp4,FaceSwap,hevc,38,1,55865,105306
934_918.mp4,FaceSwap,av1,20,1,756912,1426780
934_918.mp4,FaceSwap,av1,30,1,382613,721226
934_918.mp4,FaceSwap,av1,40,1,191595,361158
935_733.mp4,FaceSwap,h264,18,1,9428655,24420218
935_733.mp4,FaceSwap,h264,28,1,2555826,6619591
935_733.mp4,FaceSwap,h264,38,1,711894,1843807
935_733.mp4,FaceSwap,hevc,18,1,1544335,3999828
935_733.mp4,FaceSwap,hevc,28,1,440827,1141744
935_733.mp4,FaceSwap,hevc,38,1,160459,415591
935_733.mp4,FaceSwap,av1,20,1,1963453,5085344
935_733.mp4,FaceSwap,av1,30,1,1017302,2634813
935_733.mp4,FaceSwap,av1,40,1,482982,1250924
936_931.mp4,FaceSwap,h264,18,1,2447841,3635044
936_931.mp4,FaceSwap,h264,28,1,747423,1109924
936_931.mp4,FaceSwap,h264,38,1,208758,310006
936_931.mp4,FaceSwap,hevc,18,1,565289,839455
936_931.mp4,FaceSwap,hevc,28,1,151600,225126
936_931.mp4,FaceSwap,hevc,38,1,52344,77731
936_931.mp4,FaceSwap,av1,20,1,932725,1385098
936_931.mp4,FaceSwap,av1,30,1,480877,714103
936_931.mp4,FaceSwap,av1,40,1,227972,338539
937_888.mp4,FaceSwap,h264,18,1,2416068,3708665
937_888.mp4,FaceSwap,h264,28,1,809029,1241861
937_888.mp4,FaceSwap,h264,38,1,238745,366474
937_888.mp4,FaceSwap,hevc,18,1,596669,915887
937_888.mp4,FaceSwap,hevc,28,1,159550,244910
937_888.mp4,FaceSwap,hevc,38,1,54777,84083
937_888.mp4,FaceSwap,av1,20,1,919936,1412103
937_888.mp4,FaceSwap,av1,30,1,519376,797243
937_888.mp4,FaceSwap,av1,40,1,263030,403752
938_987.mp4,FaceSwap,h264,18,1,2882333,5317905
938_987.mp4,FaceSwap,h264,28,1,997159,1839760
938_987.mp4,FaceSwap,h264,38,1,279291,515292
938_987.mp4,FaceSwap,hevc,18,1,751685,1386860
938_987.mp4,FaceSwap,hevc,28,1,189377,349402
938_987.mp4,FaceSwap,hevc,38,1,57229,105589
938_987.mp4,FaceSwap,av1,20,1,1206007,2225084
938_987.mp4,FaceSwap,av1,30,1,685455,1264666
938_987.mp4,FaceSwap,av1,40,1,330917,610542
939_115.mp4,FaceSwap,h264,18,1,1660582,2214110
939_115.mp4,FaceSwap,h264,28,1,433808,578412
939_115.mp4,FaceSwap,h264,38,1,111215,148287
939_115.mp4,FaceSwap,hevc,18,1,222548,296732
939_115.mp4,FaceSwap,hevc,28,1,66726,88969
939_115.mp4,FaceSwap,hevc,38,1,32378,43171
939_115.mp4,FaceSwap,av1,20,1,387245,516327
939_115.mp4,FaceSwap,av1,30,1,207428,276571
939_115.mp4,FaceSwap,av1,40,1,105395,140528
940_941.mp4,FaceSwap,h264,18,1,2037834,3148455
940_941.mp4,FaceSwap,h264,28,1,596181,921100
940_941.mp4,FaceSwap,h264,38,1,152450,235536
940_941.mp4,FaceSwap,hevc,18,1,382401,590811
940_941.mp4,FaceSwap,hevc,28,1,108686,167921
940_941.mp4,FaceSwap,hevc,38,1,41438,64022
940_941.mp4,FaceSwap,av1,20,1,669622,1034566
940_941.mp4,FaceSwap,av1,30,1,351381,542884
940_941.mp4,FaceSwap,av1,40,1,173554,268141
941_940.mp4,FaceSwap,h264,18,1,2351515,3633091
941_940.mp4,FaceSwap,h264,28,1,722832,1116776
941_940.mp4,FaceSwap,h264,38,1,193326,298690
941_940.mp4,FaceSwap,hevc,18,1,375554,580231
941_940.mp4,FaceSwap,hevc,28,1,109442,169089
941_940.mp4,FaceSwap,hevc,38,1,41932,64785
941_940.mp4,FaceSwap,av1,20,1,662224,1023137
941_940.mp4,FaceSwap,av1,30,1,340137,525512
941_940.mp4,FaceSwap,av1,40,1,166193,256769
942_943.mp4,FaceSwap,h264,18,1,4402572,10346046
942_943.mp4,FaceSwap,h264,28,1,1283611,3016487
942_943.mp4,FaceSwap,h264,38,1,352094,827423
942_943.mp4,FaceSwap,hevc,18,1,738568,1735636
942_943.mp4,FaceSwap,hevc,28,1,184079,432586
942_943.mp4,FaceSwap,hevc,38,1,66693,156730
942_943.mp4,FaceSwap,av1,20,1,1100839,2586972
942_943.mp4,FaceSwap,av1,30,1,541958,1273602
942_943.mp4,FaceSwap,av1,40,1,249363,586004
943_942.mp4,FaceSwap,h264,18,1,3763634,8844541
943_942.mp4,FaceSwap,h264,28,1,963622,2264514
943_942.mp4,FaceSwap,h264,38,1,256588,602982
943_942.mp4,FaceSwap,hevc,18,1,471944,1109069
943_942.mp4,FaceSwap,hevc,28,1,123347,289866
943_942.mp4,FaceSwap,hevc,38,1,51212,120349
943_942.mp4,FaceSwap,av1,20,1,772958,1816453
943_942.mp4,FaceSwap,av1,30,1,373842,878529
943_942.mp4,FaceSwap,av1,40,1,167375,393332
944_032.mp4,FaceSwap,h264,18,1,2145159,2770831
944_032.mp4,FaceSwap,h264,28,1,569468,735563
944_032.mp4,FaceSwap,h264,38,1,155640,201035
944_032.mp4,FaceSwap,hevc,18,1,303256,391706
944_032.mp4,FaceSwap,hevc,28,1,88558,114388
944_032.mp4,FaceSwap,hevc,38,1,41081,53064
944_032.mp4,FaceSwap,av1,20,1,593640,766785
944_032.mp4,FaceSwap,av1,30,1,313890,405442
944_032.mp4,FaceSwap,av1,40,1,150019,193775
945_044.mp4,FaceSwap,h264,18,1,6612809,9230380
945_044.mp4,FaceSwap,h264,28,1,1799340,2511580
945_044.mp4,FaceSwap,h264,38,1,483496,674881
945_044.mp4,FaceSwap,hevc,18,1,966727,1349390
945_044.mp4,FaceSwap,hevc,28,1,251543,351113
945_044.mp4,FaceSwap,hevc,38,1,91960,128361
945_044.mp4,FaceSwap,av1,20,1,1505300,2101148
945_044.mp4,FaceSwap,av1,30,1,750141,1047073
945_044.mp4,FaceSwap,av1,40,1,348080,485863
946_049.mp4,FaceSwap,h264,18,1,5280920,7921381
946_049.mp4,FaceSwap,h264,28,1,1583764,2375646
946_049.mp4,FaceSwap,h264,38,1,373888,560832
946_049.mp4,FaceSwap,hevc,18,1,816661,1224992
946_049.mp4,FaceSwap,hevc,28,1,228510,342766
946_049.mp4,FaceSwap,hevc,38,1,80361,120542
946_049.mp4,FaceSwap,av1,20,1,1258037,1887056
946_049.mp4,FaceSwap,av1,30,1,612604,918906
946_049.mp4,FaceSwap,av1,40,1,293778,440668
947_951.mp4,FaceSwap,h264,18,1,6106638,16309813
947_951.mp4,FaceSwap,h264,28,1,1651309,4410373
947_951.mp4,FaceSwap,h264,38,1,423648,1131494
947_951.mp4,FaceSwap,hevc,18,1,942569,2517446
947_951.mp4,FaceSwap,hevc,28,1,241359,644632
947_951.mp4,FaceSwap,hevc,38,1,81896,218733
947_951.mp4,FaceSwap,av1,20,1,1299899,3471816
947_951.mp4,FaceSwap,av1,30,1,655528,1750808
947_951.mp4,FaceSwap,av1,40,1,307496,821272
948_965.mp4,FaceSwap,h264,18,1,15327788,22225293
948_965.mp4,FaceSwap,h264,28,1,3153151,4572069
948_965.mp4,FaceSwap,h264,38,1,645684,936243
948_965.mp4,FaceSwap,hevc,18,1,2481483,3598151
948_965.mp4,FaceSwap,hevc,28,1,529213,767360
948_965.mp4,FaceSwap,hevc,38,1,169739,246122
948_965.mp4,FaceSwap,av1,20,1,3008755,4362695
948_965.mp4,FaceSwap,av1,30,1,1471307,2133396
948_965.mp4,FaceSwap,av1,40,1,620853,900237
949_868.mp4,FaceSwap,h264,18,1,2253199,4046371
949_868.mp4,FaceSwap,h264,28,1,802908,1441889
949_868.mp4,FaceSwap,h264,38,1,285986,513584
949_868.mp4,FaceSwap,hevc,18,1,530524,952734
949_868.mp4,FaceSwap,hevc,28,1,161356,289770
949_868.mp4,FaceSwap,hevc,38,1,61312,110107
949_868.mp4,FaceSwap,av1,20,1,1055773,1895994
949_868.mp4,FaceSwap,av1,30,1,588459,1056775
949_868.mp4,FaceSwap,av1,40,1,293595,527249
950_836.mp4,FaceSwap,h264,18,1,11814446,16884813
950_836.mp4,FaceSwap,h264,28,1,2346828,3354009
950_836.mp4,FaceSwap,h264,38,1,544003,777471
950_836.mp4,FaceSwap,hevc,18,1,1449052,2070937
950_836.mp4,FaceSwap,hevc,28,1,334014,477363
950_836.mp4,FaceSwap,hevc,38,1,130648,186718
950_836.mp4,FaceSwap,av1,20,1,1781259,2545716
950_836.mp4,FaceSwap,av1,30,1,931139,1330754
950_836.mp4,FaceSwap,av1,40,1,452927,647309
951_947.mp4,FaceSwap,h264,18,1,4608579,12308749
951_947.mp4,FaceSwap,h264,28,1,1150244,3072111
951_947.mp4,FaceSwap,h264,38,1,294992,787877
951_947.mp4,FaceSwap,hevc,18,1,569883,1522063
951_947.mp4,FaceSwap,hevc,28,1,173504,463401
951_947.mp4,FaceSwap,hevc,38,1,72829,194516
951_947.mp4,FaceSwap,av1,20,1,996688,2661990
951_947.mp4,FaceSwap,av1,30,1,533128,1423898
951_947.mp4,FaceSwap,av1,40,1,271711,725695
952_882.mp4,FaceSwap,h264,18,1,5790085,8033743
952_882.mp4,FaceSwap,h264,28,1,1397524,1939065
952_882.mp4,FaceSwap,h264,38,1,384569,533590
952_882.mp4,FaceSwap,hevc,18,1,979611,1359211
952_882.mp4,FaceSwap,hevc,28,1,268248,372195
952_882.mp4,FaceSwap,hevc,38,1,97456,135221
952_882.mp4,FaceSwap,av1,20,1,1470051,2039697
952_882.mp4,FaceSwap,av1,30,1,717760,995893
952_882.mp4,FaceSwap,av1,40,1,323197,448436
953_974.mp4,FaceSwap,h264,18,1,8261089,13135133
953_974.mp4,FaceSwap,h264,28,1,2661833,4232315
953_974.mp4,FaceSwap,h264,38,1,713754,1134869
953_974.mp4,FaceSwap,hevc,18,1,1936975,3079791
953_974.mp4,FaceSwap,hevc,28,1,479241,761994
953_974.mp4,FaceSwap,hevc,38,1,136196,216552
953_974.mp4,FaceSwap,av1,20,1,2910015,4626924
953_974.mp4,FaceSwap,av1,30,1,1417740,2254207
953_974.mp4,FaceSwap,av1,40,1,654025,1039900
954_976.mp4,FaceSwap,h264,18,1,2478784,4065206
954_976.mp4,FaceSwap,h264,28,1,851584,1396598
954_976.mp4,FaceSwap,h264,38,1,273270,448164
954_976.mp4,FaceSwap,hevc,18,1,526882,864088
954_976.mp4,FaceSwap,hevc,28,1,141442,231965
954_976.mp4,FaceSwap,hevc,38,1,45326,74336
954_976.mp4,FaceSwap,av1,20,1,781198,1281166
954_976.mp4,FaceSwap,av1,30,1,444131,728376
954_976.mp4,FaceSwap,av1,40,1,223841,367100
955_078.mp4,FaceSwap,h264,18,1,2349638,6144305
955_078.mp4,FaceSwap,h264,28,1,760154,1987804
955_078.mp4,FaceSwap,h264,38,1,221183,578394
955_078.mp4,FaceSwap,hevc,18,1,540894,1414440
955_078.mp4,FaceSwap,hevc,28,1,147107,384685
955_078.mp4,FaceSwap,hevc,38,1,44877,117355
955_078.mp4,FaceSwap,av1,20,1,747660,1955131
955_078.mp4,FaceSwap,av1,30,1,417170,1090900
955_078.mp4,FaceSwap,av1,40,1,203871,533125
956_958.mp4,FaceSwap,h264,18,1,3170958,6215079
956_958.mp4,FaceSwap,h264,28,1,1086866,2130258
956_958.mp4,FaceSwap,h264,38,1,323511,634082
956_958.mp4,FaceSwap,hevc,18,1,629514,1233848
956_958.mp4,FaceSwap,hevc,28,1,174956,342914
956_958.mp4,FaceSwap,hevc,38,1,56096,109950
956_958.mp4,FaceSwap,av1,20,1,1170423,2294031
956_958.mp4,FaceSwap,av1,30,1,628519,1231898
956_958.mp4,FaceSwap,av1,40,1,306348,600444
957_959.mp4,FaceSwap,h264,18,1,15345360,26726502
957_959.mp4,FaceSwap,h264,28,1,4210699,7333635
957_959.mp4,FaceSwap,h264,38,1,1098791,1913729
957_959.mp4,FaceSwap,hevc,18,1,2824035,4918528
957_959.mp4,FaceSwap,hevc,28,1,694177,1209026
957_959.mp4,FaceSwap,hevc,38,1,216555,377168
957_959.mp4,FaceSwap,av1,20,1,3809099,6634181
957_959.mp4,FaceSwap,av1,30,1,1909181,3325158
957_959.mp4,FaceSwap,av1,40,1,885348,1541982
958_956.mp4,FaceSwap,h264,18,1,3266898,6403121
958_956.mp4,FaceSwap,h264,28,1,1092754,2141799
958_956.mp4,FaceSwap,h264,38,1,297989,584060
958_956.mp4,FaceSwap,hevc,18,1,801495,1570931
958_956.mp4,FaceSwap,hevc,28,1,193979,380199
958_956.mp4,FaceSwap,hevc,38,1,57185,112084
958_956.mp4,FaceSwap,av1,20,1,1686102,3304761
958_956.mp4,FaceSwap,av1,30,1,854791,1675392
958_956.mp4,FaceSwap,av1,40,1,382179,749072
959_957.mp4,FaceSwap,h264,18,1,12125741,21119000
959_957.mp4,FaceSwap,h264,28,1,3573034,6223035
959_957.mp4,FaceSwap,h264,38,1,1048822,1826700
959_957.mp4,FaceSwap,hevc,18,1,2311797,4026380
959_957.mp4,FaceSwap,hevc,28,1,664539,1157406
959_957.mp4,FaceSwap,hevc,38,1,225026,391922
959_957.mp4,FaceSwap,av1,20,1,3582936,6240281
959_957.mp4,FaceSwap,av1,30,1,1896295,3302714
959_957.mp4,FaceSwap,av1,40,1,916905,1596943
960_999.mp4,FaceSwap,h264,18,1,5405918,7545762
960_999.mp4,FaceSwap,h264,28,1,1578368,2203140
960_999.mp4,FaceSwap,h264,38,1,437556,610756
960_999.mp4,FaceSwap,hevc,18,1,952619,1329698
960_999.mp4,FaceSwap,hevc,28,1,257671,359667
960_999.mp4,FaceSwap,hevc,38,1,94460,131851
960_999.mp4,FaceSwap,av1,20,1,1507001,2103523
960_999.mp4,FaceSwap,av1,30,1,764141,1066614
960_999.mp4,FaceSwap,av1,40,1,372499,519947
961_069.mp4,FaceSwap,h264,18,1,4923493,6626202
961_069.mp4,FaceSwap,h264,28,1,1199832,1614775
961_069.mp4,FaceSwap,h264,38,1,291198,391904
961_069.mp4,FaceSwap,hevc,18,1,709687,955121
961_069.mp4,FaceSwap,hevc,28,1,195099,262571
961_069.mp4,FaceSwap,hevc,38,1,78138,105161
961_069.mp4,FaceSwap,av1,20,1,936771,1260739
961_069.mp4,FaceSwap,av1,30,1,466802,628238
961_069.mp4,FaceSwap,av1,40,1,220042,296141
962_929.mp4,FaceSwap,h264,18,1,1907616,3656264
962_929.mp4,FaceSwap,h264,28,1,644434,1235166
962_929.mp4,FaceSwap,h264,38,1,197936,379378
962_929.mp4,FaceSwap,hevc,18,1,382216,732582
962_929.mp4,FaceSwap,hevc,28,1,99694,191082
962_929.mp4,FaceSwap,hevc,38,1,37251,71398
962_929.mp4,FaceSwap,av1,20,1,622919,1193929
962_929.mp4,FaceSwap,av1,30,1,337064,646041
962_929.mp4,FaceSwap,av1,40,1,171611,328922
963_879.mp4,FaceSwap,h264,18,1,2377647,6855549
963_879.mp4,FaceSwap,h264,28,1,745848,2150531
963_879.mp4,FaceSwap,h264,38,1,195322,563180
963_879.mp4,FaceSwap,hevc,18,1,452625,1305069
963_879.mp4,FaceSwap,hevc,28,1,120884,348549
963_879.mp4,FaceSwap,hevc,38,1,45788,132023
963_879.mp4,FaceSwap,av1,20,1,917427,2645250
963_879.mp4,FaceSwap,av1,30,1,477523,1376860
963_879.mp4,FaceSwap,av1,40,1,233505,673275
964_174.mp4,FaceSwap,h264,18,1,4199615,3622168
964_174.mp4,FaceSwap,h264,28,1,1289990,1112617
964_174.mp4,FaceSwap,h264,38,1,321625,277402
964_174.mp4,FaceSwap,hevc,18,1,823966,710671
964_174.mp4,FaceSwap,hevc,28,1,242626,209265
964_174.mp4,FaceSwap,hevc,38,1,92492,79775
